"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","bestTrophies","bestVersusTrophies","townHallLevel","townHallWeaponLevel","builderHallLevel","versusBattleWins","warStars","legendTrophies","bestSeasonID","bestSeasonRank","bestSeasonTrophies","previousSeasonID","previousSeasonRank","previousSeasonTrophies","bestVersusSeasonID","bestVersusSeasonRank","bestVersusSeasonTrophies","previousVersusSeasonID","previousVersusSeasonRank","previousVersusSeasonTrophies","barbarian","archer","goblin","giant","wallBreaker","balloon","wizard","healer","dragon","pekka","minion","hogRider","valkyrie","golem","witch","lavaHound","bowler","babyDragonDay","miner","ragedBarbarian","sneakyArcher","betaMinion","boxerGiant","bomber","superPekka","cannonCart","dropShip","babyDragonNight","nightWitch","wallWrecker","battleBlimp","electroDragon","lightningSpell","healingSpell","rageSpell","jumpSpell","freezeSpell","poisonSpell","earthquakeSpell","hasteSpell","cloneSpell","skeletonSpell","barbarianKing","archerQueen","grandWarden","battleMachine","biggerCoffers","getThoseGoblins","biggerAndBetter","niceAndTidy","releaseTheBeasts","goldGrab","elixirEscapade","sweetVictory","empireBuilder","wallBuster","humiliator","unionBuster","conqueror","unbreakable","friendInNeed","mortarMauler","heroicHeist","leagueAllStar","xbowExterminator","firefighter","warHero","treasurer","antiArtillery","sharingIsCaring","keepYourVillageSafe","masterEngineering","nextGenerationModel","unBuildIt","championBuilder","highGear","hiddenTreasures","gamesChampion"
"5142","6131","#QCVL0J2","oneeightseven","214","348","0","#R22V0QRR","HELLRAZOR","e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4","6148","4347","10","NULL","8","2513","828","17085","2017-12","3729","6021","2019-02","5142","6131","2019-02","260715","4221","2019-02","260715","4221","7","7","7","7","6","6","7","4","5","6","6","6","5","5","2","3","2","4","3","16","16","16","16","15","16","16","16","16","16","NULL","NULL","NULL","7","7","5","3","5","4","4","4","3","3","40","40","NULL","25","11","180","10","6841","1","2000000000","2000000000","6148","6","152748","12800","57057","17340","1799","468372","41796","28973814","22","20875","8421","828","351839427","3275","9693","1","8","1","3154","4347","3","1","7230"
"8361","6048","#2CGUUQ9G","南城以南安.","223","317","1","#Q92VJCR0","满江红","23Ja8muGwfvQ_p1DX8RqmA3lXdk5l-fWzUUrPmv7FHA","6088","2606","10","NULL","6","596","1459","3633","2019-02","8361","6048","2019-02","8361","6048","NULL","NULL","NULL","NULL","NULL","NULL","7","7","7","7","6","6","7","4","5","6","6","6","5","5","2","3","2","4","3","12","10","10","12","12","NULL","11","NULL","10","10","NULL","NULL","NULL","7","7","5","3","5","4","4","4","3","3","40","40","NULL","7","11","200","10","7829","1","1631847354","1649888789","6088","6","53208","4822","22651","6796","1221","159259","19354","9612868","22","5841","1845","1459","573594590","323","2856","0","6","1","864","2606","2","1","5205"
"9753","6022","#9JRP0QULP","N.o.v.a 3.0","169","242","1","#YR2P8L9R","Anti Terrorisme","kU8e5WAp4Zba1L7jU4CsZwG7qDhRAD_u1aJb-rigva8","6102","3374","10","NULL","8","1552","534","6404","2018-07","4828","5920","2019-02","9753","6022","NULL","NULL","NULL","NULL","NULL","NULL","7","7","7","7","6","6","7","4","5","6","6","6","5","5","2","3","2","4","3","15","13","14","13","12","NULL","12","5","14","12","NULL","NULL","NULL","7","7","5","3","5","4","4","4","3","3","40","40","NULL","10","11","153","10","4316","1","2000000000","2000000000","6102","6","57445","6060","30758","8967","441","177942","19830","15356141","22","6943","2116","534","325431569","507","3195","1","8","1","1776","3374","2","1","13295"
"10963","6003","#88R8C8CUJ","マッチョ","175","279","1","#2URRRJ8V","vagabond漂流者","iPGDiPOoqA_4TczplEucNCFKJW0C6Bh9vfwP1EreN08","6004","3246","10","NULL","8","1053","1293","2913","2019-02","10963","6003","2019-02","10963","6003","NULL","NULL","NULL","NULL","NULL","NULL","7","7","7","7","6","6","7","4","5","6","6","6","5","5","2","3","2","4","3","12","14","16","16","10","NULL","8","NULL","12","16","NULL","NULL","NULL","7","7","5","3","5","4","4","4","3","3","40","40","NULL","5","11","161","10","4905","1","1564776068","1682806363","6004","6","53995","5136","22300","6678","429","219087","16764","12225498","22","8284","2699","1293","363714488","767","4390","1","8","1","1276","3246","3","1","69280"
"11484","5995","#9Q2U8CY9V","✨Sahaza✨","167","352","0","#YR2P8L9R","Anti Terrorisme","kU8e5WAp4Zba1L7jU4CsZwG7qDhRAD_u1aJb-rigva8","6008","4848","10","NULL","8","1934","622","3073","2019-02","11484","5995","2019-02","11484","5995","2019-02","52189","4525","2019-02","52189","4525","7","7","7","7","6","6","7","4","5","6","6","6","5","5","2","3","2","4","3","16","13","16","16","16","3","16","15","12","16","NULL","NULL","NULL","7","7","5","3","5","4","4","4","3","3","32","40","NULL","25","11","193","10","2916","1","1470726095","1448912833","6008","6","22596","3083","17523","4418","607","138452","10622","7321660","22","3817","1502","622","248057588","282","3262","0","8","1","2819","4848","3","1","33580"
"13334","5951","#2RCJLV802","GAREN","138","211","0","#L2U99P0L","DaRk bLuE","cOPQqrKxNbDK3U667gmBqZvbMjz3MZR44Zl_HU5WHfI","6006","2265","10","NULL","5","300","511","1058","2019-02","13334","5951","2019-02","13334","5951","NULL","NULL","NULL","NULL","NULL","NULL","6","7","6","7","5","6","6","4","5","4","3","4","4","3","2","3","2","4","3","10","10","9","10","8","NULL","7","NULL","8","NULL","NULL","NULL","NULL","7","7","5","2","5","2","4","1","1","1","30","35","NULL","5","11","184","10","2634","1","1189726830","1126629530","6006","6","10518","2652","11248","3736","499","69056","7880","5906977","22","3094","1295","511","191648956","119","1582","1","5","1","336","2265","1","1","10810"
"13951","5938","#2U2PLV8","[Grant]Th10™️","140","302","0","#G2GUR0CQ","HUNTERS","SWcSuBwZEA2kBlCyGaOkWwoPJrLxl8usYPDDPSH2NWU","5938","2739","10","NULL","7","791","359","1203","2019-02","13951","5938","2019-02","13951","5938","NULL","NULL","NULL","NULL","NULL","NULL","7","6","4","7","6","6","7","4","5","6","3","6","5","5","2","3","2","4","3","10","10","11","10","5","NULL","8","2","12","14","NULL","NULL","NULL","7","7","5","2","5","4","4","2","1","1","30","38","NULL","5","11","NULL","10","2601","1","1358703014","1401655928","5938","6","27489","3718","17232","5251","877","29119","13124","8779758","22","5476","1700","359","235771847","268","407","1","7","1","704","2739","2","1","62600"
"14559","5927","#9UCYYQL89","janailson","171","289","0","#QL9YGPPV","FORÇA BRASIL 2","C7XKVZnPspVnVM_wtUWvqdNEj8ot-WoADUWeu6PL_z0","5962","4975","10","NULL","8","3582","1125","3198","2019-02","14559","5927","2019-02","14559","5927","2019-01","36318","4627","2019-02","145434","4340","7","7","7","7","6","6","7","4","5","6","6","6","5","5","2","3","2","4","3","16","16","16","16","16","16","16","16","16","16","NULL","NULL","NULL","7","7","5","3","5","4","4","4","3","3","40","40","NULL","25","11","156","10","2291","1","1704276955","1736344695","5962","6","41479","4253","22082","5996","237","140822","17597","11190794","22","6949","2226","1125","286095905","404","3886","0","8","1","4948","4975","3","1","86415"
"16639","5890","#PRG8QG9YC","سنفوره حلبيه⁦♥️","147","340","1","#GJ0C9CL2","أحرار سوريا","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","5890","3367","10","NULL","8","1646","625","1023","2019-02","16639","5890","2019-02","16639","5890","NULL","NULL","NULL","NULL","NULL","NULL","7","7","6","7","5","6","7","4","5","6","6","6","5","5","2","3","2","4","3","14","14","14","8","8","10","5","2","11","14","NULL","NULL","NULL","7","7","5","2","5","4","2","3","3","2","33","40","NULL","20","11","177","10","2530","1","1428038290","1531767206","5890","6","25955","3414","15432","4473","170","56975","13206","9389619","22","6927","2634","625","217230128","685","1317","1","8","1","1752","3367","2","1","73720"
"17711","5872","#8CLJY0JLC","Never Meet、颜笙","163","347","0","#YYJRQLYU","部落冲突战斗营","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI","5942","3514","10","NULL","8","1376","765","1731","2019-02","17711","5872","2019-02","17711","5872","NULL","NULL","NULL","NULL","NULL","NULL","7","7","7","7","6","6","7","4","5","6","6","6","5","5","2","3","2","4","3","14","14","14","14","10","2","14","12","14","14","NULL","NULL","NULL","7","7","5","3","5","4","4","4","3","3","40","40","NULL","15","11","162","10","4017","1","1648175731","1712684610","5942","6","45513","4285","20464","5882","450","134160","16153","11217544","22","6717","2628","765","257532502","515","2003","0","8","1","1457","3514","3","1","47375"
